covid(x1),deprivation(x2),logspend,spend(y),x12,x22,x1y,x2y,x1x2,,,,,,,,,,
0,35.017,2.484462299,11.99,0,1226.190289,0,419.85383,0,,,,,,,,,,
0,35.017,2.049400374,7.76,0,1226.190289,0,271.73192,0,,,,,,,,,,
0,35.017,2.012421882,7.48,0,1226.190289,0,261.92716,0,,,,,,,,,,
0,35.017,2.257669951,9.56,0,1226.190289,0,334.76252,0,,,,,,,,,,
0,43.728,2.247987249,9.47,0,1912.137984,0,414.10416,0,,,,,,,,,,
0,43.728,2.605723808,13.54,0,1912.137984,0,592.07712,0,,,,,,,,,,
0,43.728,2.254174634,9.53,0,1912.137984,0,416.72784,0,,,,,,,,,,
0,43.728,2.197424225,9,0,1912.137984,0,393.552,0,,,,,,,,,,
0,43.728,2.303791512,10.01,0,1912.137984,0,437.71728,0,,,,,,,,,,
0,43.728,2.239517244,9.39,0,1912.137984,0,410.60592,0,,,,,,,,,,
0,43.728,2.010289486,7.47,0,1912.137984,0,326.64816,0,,,,,,,,,,
0,43.728,2.071038245,7.93,0,1912.137984,0,346.76304,0,,,,,,,,,,
0,43.728,1.973194475,7.19,0,1912.137984,0,314.40432,0,,,,,,,,,,
0,43.728,2.272349945,9.7,0,1912.137984,0,424.1616,0,,,,,,,,,,
0,43.728,2.199805216,9.02,0,1912.137984,0,394.42656,0,,,,,,,,,,
0,43.728,2.374518756,10.75,0,1912.137984,0,470.076,0,,,,,,,,,,
0,43.728,2.516755561,12.39,0,1912.137984,0,541.78992,0,,,,,,,,,,
0,43.728,2.313525403,10.11,0,1912.137984,0,442.09008,0,,,,,,,,,,
0,43.728,2.150114992,8.59,0,1912.137984,0,375.62352,0,,,,,,,,,,
0,43.728,2.314456201,10.12,0,1912.137984,0,442.52736,0,,,,,,,,,,
0,43.728,1.944320126,6.99,0,1912.137984,0,305.65872,0,,,,,,,,,,
0,43.728,2.491730054,12.08,0,1912.137984,0,528.23424,0,,,,,,,,,,
0,43.728,2.453420178,11.63,0,1912.137984,0,508.55664,0,,,,,,,,,,
0,43.728,2.160375694,8.67,0,1912.137984,0,379.12176,0,,,,,,,,,,
0,43.728,2.321410888,10.19,0,1912.137984,0,445.58832,0,,,,,,,,,,
0,43.728,2.237656111,9.37,0,1912.137984,0,409.73136,0,,,,,,,,,,
0,43.728,2.04530937,7.73,0,1912.137984,0,338.01744,0,,,,,,,,,,
0,43.728,2.39182104,10.93,0,1912.137984,0,477.94704,0,,,,,,,,,,
0,43.728,2.271154396,9.69,0,1912.137984,0,423.72432,0,,,,,,,,,,
0,43.728,2.26325268,9.61,0,1912.137984,0,420.22608,0,,,,,,,,,,
0,43.728,2.211308758,9.13,0,1912.137984,0,399.23664,0,,,,,,,,,,
0,43.728,2.398289535,11,0,1912.137984,0,481.008,0,,,,,,,,,,
0,43.728,2.354201361,10.53,0,1912.137984,0,460.45584,0,,,,,,,,,,
0,43.728,2.190215338,8.94,0,1912.137984,0,390.92832,0,,,,,,,,,,
0,43.728,2.095877214,8.13,0,1912.137984,0,355.50864,0,,,,,,,,,,
0,43.728,2.313770331,10.11,0,1912.137984,0,442.09008,0,,,,,,,,,,
0,43.728,2.380350428,10.81,0,1912.137984,0,472.69968,0,,,,,,,,,,
0,43.728,2.129002448,8.41,0,1912.137984,0,367.75248,0,,,,,,,,,,
0,43.728,2.337643995,10.36,0,1912.137984,0,453.02208,0,,,,,,,,,,
0,43.728,2.051361934,7.78,0,1912.137984,0,340.20384,0,,,,,,,,,,
0,43.728,1.99946718,7.39,0,1912.137984,0,323.14992,0,,,,,,,,,,
0,43.728,2.335247658,10.33,0,1912.137984,0,451.71024,0,,,,,,,,,,
0,43.728,1.993994438,7.34,0,1912.137984,0,320.96352,0,,,,,,,,,,
0,43.728,2.322705523,10.2,0,1912.137984,0,446.0256,0,,,,,,,,,,
0,43.728,2.399549324,11.02,0,1912.137984,0,481.88256,0,,,,,,,,,,
0,43.728,2.458846745,11.69,0,1912.137984,0,511.18032,0,,,,,,,,,,
0,43.728,2.262805115,9.61,0,1912.137984,0,420.22608,0,,,,,,,,,,
0,43.728,2.324116929,10.22,0,1912.137984,0,446.90016,0,,,,,,,,,,
0,43.728,1.974430017,7.2,0,1912.137984,0,314.8416,0,,,,,,,,,,
0,43.728,2.149076149,8.58,0,1912.137984,0,375.18624,0,,,,,,,,,,
0,43.728,2.540732035,12.69,0,1912.137984,0,554.90832,0,,,,,,,,,,
0,43.728,2.349900968,10.48,0,1912.137984,0,458.26944,0,,,,,,,,,,
0,43.728,2.604879854,13.53,0,1912.137984,0,591.63984,0,,,,,,,,,,
0,43.728,2.494386605,12.11,0,1912.137984,0,529.54608,0,,,,,,,,,,
0,43.728,2.290111005,9.88,0,1912.137984,0,432.03264,0,,,,,,,,,,
0,43.728,2.210423609,9.12,0,1912.137984,0,398.79936,0,,,,,,,,,,
0,43.728,2.504208461,12.23,0,1912.137984,0,534.79344,0,,,,,,,,,,
0,43.728,2.023795278,7.57,0,1912.137984,0,331.02096,0,,,,,,,,,,
0,43.728,2.096298948,8.14,0,1912.137984,0,355.94592,0,,,,,,,,,,
0,43.728,2.336112337,10.34,0,1912.137984,0,452.14752,0,,,,,,,,,,
0,43.728,2.364610078,10.64,0,1912.137984,0,465.26592,0,,,,,,,,,,
0,43.728,2.391843583,10.93,0,1912.137984,0,477.94704,0,,,,,,,,,,
0,43.728,2.339594806,10.38,0,1912.137984,0,453.89664,0,,,,,,,,,,
0,43.728,2.672393167,14.47,0,1912.137984,0,632.74416,0,,,,,,,,,,
0,43.728,2.186367199,8.9,0,1912.137984,0,389.1792,0,,,,,,,,,,
0,43.728,2.187712195,8.91,0,1912.137984,0,389.61648,0,,,,,,,,,,
0,43.728,2.448514618,11.57,0,1912.137984,0,505.93296,0,,,,,,,,,,
0,43.728,2.369716079,10.69,0,1912.137984,0,467.45232,0,,,,,,,,,,
0,43.728,2.139497755,8.5,0,1912.137984,0,371.688,0,,,,,,,,,,
0,43.728,2.283517913,9.81,0,1912.137984,0,428.97168,0,,,,,,,,,,
0,43.728,2.344816046,10.43,0,1912.137984,0,456.08304,0,,,,,,,,,,
0,43.728,2.210018883,9.12,0,1912.137984,0,398.79936,0,,,,,,,,,,
0,43.728,2.396570471,10.99,0,1912.137984,0,480.57072,0,,,,,,,,,,
0,43.728,2.153110316,8.61,0,1912.137984,0,376.49808,0,,,,,,,,,,
0,43.728,2.47945823,11.93,0,1912.137984,0,521.67504,0,,,,,,,,,,
0,43.728,2.476480957,11.9,0,1912.137984,0,520.3632,0,,,,,,,,,,
0,43.728,2.355922449,10.55,0,1912.137984,0,461.3304,0,,,,,,,,,,
0,43.728,1.919776247,6.82,0,1912.137984,0,298.22496,0,,,,,,,,,,
0,43.728,2.240325318,9.4,0,1912.137984,0,411.0432,0,,,,,,,,,,
0,43.728,2.453422499,11.63,0,1912.137984,0,508.55664,0,,,,,,,,,,
0,43.728,2.045036729,7.73,0,1912.137984,0,338.01744,0,,,,,,,,,,
0,43.728,2.130974873,8.42,0,1912.137984,0,368.18976,0,,,,,,,,,,
0,43.728,2.270999805,9.69,0,1912.137984,0,423.72432,0,,,,,,,,,,
0,43.728,2.141489739,8.51,0,1912.137984,0,372.12528,0,,,,,,,,,,
0,43.728,2.499857059,12.18,0,1912.137984,0,532.60704,0,,,,,,,,,,
0,43.728,2.172027224,8.78,0,1912.137984,0,383.93184,0,,,,,,,,,,
0,43.728,2.47112378,11.84,0,1912.137984,0,517.73952,0,,,,,,,,,,
0,43.728,2.420264776,11.25,0,1912.137984,0,491.94,0,,,,,,,,,,
0,43.728,2.227808401,9.28,0,1912.137984,0,405.79584,0,,,,,,,,,,
0,43.728,2.120508734,8.34,0,1912.137984,0,364.69152,0,,,,,,,,,,
0,43.728,2.396464932,10.98,0,1912.137984,0,480.13344,0,,,,,,,,,,
0,43.728,2.355766737,10.55,0,1912.137984,0,461.3304,0,,,,,,,,,,
0,43.728,2.350903525,10.5,0,1912.137984,0,459.144,0,,,,,,,,,,
0,43.728,2.236760585,9.36,0,1912.137984,0,409.29408,0,,,,,,,,,,
0,43.728,2.266837455,9.65,0,1912.137984,0,421.9752,0,,,,,,,,,,
0,43.728,2.172022064,8.78,0,1912.137984,0,383.93184,0,,,,,,,,,,
0,43.728,2.394967324,10.97,0,1912.137984,0,479.69616,0,,,,,,,,,,
0,43.728,2.04390643,7.72,0,1912.137984,0,337.58016,0,,,,,,,,,,
0,43.728,2.241076654,9.4,0,1912.137984,0,411.0432,0,,,,,,,,,,
0,43.728,2.567775179,13.04,0,1912.137984,0,570.21312,0,,,,,,,,,,
0,43.728,2.053832381,7.8,0,1912.137984,0,341.0784,0,,,,,,,,,,
0,43.728,2.073070178,7.95,0,1912.137984,0,347.6376,0,,,,,,,,,,
0,43.728,2.357367394,10.56,0,1912.137984,0,461.76768,0,,,,,,,,,,
0,43.728,2.345572141,10.44,0,1912.137984,0,456.52032,0,,,,,,,,,,
0,36.439,2.231481024,9.31,0,1327.800721,0,339.24709,0,,,,,,,,,,
0,36.439,2.85483051,17.37,0,1327.800721,0,632.94543,0,,,,,,,,,,
0,36.439,2.449361829,11.58,0,1327.800721,0,421.96362,0,,,,,,,,,,
0,36.439,2.112183543,8.27,0,1327.800721,0,301.35053,0,,,,,,,,,,
0,36.439,2.042816648,7.71,0,1327.800721,0,280.94469,0,,,,,,,,,,
0,36.439,2.342705951,10.41,0,1327.800721,0,379.32999,0,,,,,,,,,,
0,36.439,2.371813742,10.72,0,1327.800721,0,390.62608,0,,,,,,,,,,
0,36.439,2.320710106,10.18,0,1327.800721,0,370.94902,0,,,,,,,,,,
0,36.439,2.098570301,8.15,0,1327.800721,0,296.97785,0,,,,,,,,,,
0,36.439,2.054879489,7.81,0,1327.800721,0,284.58859,0,,,,,,,,,,
0,36.439,2.226420985,9.27,0,1327.800721,0,337.78953,0,,,,,,,,,,
0,36.439,2.60083109,13.47,0,1327.800721,0,490.83333,0,,,,,,,,,,
0,36.439,2.451818522,11.61,0,1327.800721,0,423.05679,0,,,,,,,,,,
0,36.439,2.222954707,9.23,0,1327.800721,0,336.33197,0,,,,,,,,,,
0,36.439,2.452718954,11.62,0,1327.800721,0,423.42118,0,,,,,,,,,,
0,36.439,2.365089407,10.64,0,1327.800721,0,387.71096,0,,,,,,,,,,
0,36.439,2.221272249,9.22,0,1327.800721,0,335.96758,0,,,,,,,,,,
0,36.439,2.356462089,10.55,0,1327.800721,0,384.43145,0,,,,,,,,,,
0,36.439,2.454452582,11.64,0,1327.800721,0,424.14996,0,,,,,,,,,,
0,36.439,2.116407853,8.3,0,1327.800721,0,302.4437,0,,,,,,,,,,
0,36.439,2.461304776,11.72,0,1327.800721,0,427.06508,0,,,,,,,,,,
0,36.439,2.517757795,12.4,0,1327.800721,0,451.8436,0,,,,,,,,,,
0,36.439,2.535483454,12.62,0,1327.800721,0,459.86018,0,,,,,,,,,,
0,36.439,2.172580996,8.78,0,1327.800721,0,319.93442,0,,,,,,,,,,
0,36.439,2.129074457,8.41,0,1327.800721,0,306.45199,0,,,,,,,,,,
0,36.439,2.51099244,12.32,0,1327.800721,0,448.92848,0,,,,,,,,,,
0,36.439,2.273880085,9.72,0,1327.800721,0,354.18708,0,,,,,,,,,,
0,36.439,2.990019104,19.89,0,1327.800721,0,724.77171,0,,,,,,,,,,
0,36.439,2.712672678,15.07,0,1327.800721,0,549.13573,0,,,,,,,,,,
0,36.439,2.439233741,11.46,0,1327.800721,0,417.59094,0,,,,,,,,,,
0,36.439,2.513817236,12.35,0,1327.800721,0,450.02165,0,,,,,,,,,,
0,36.439,2.305479284,10.03,0,1327.800721,0,365.48317,0,,,,,,,,,,
0,36.439,2.307958676,10.05,0,1327.800721,0,366.21195,0,,,,,,,,,,
0,36.439,2.722435448,15.22,0,1327.800721,0,554.60158,0,,,,,,,,,,
0,36.439,2.303647076,10.01,0,1327.800721,0,364.75439,0,,,,,,,,,,
0,36.439,2.348948441,10.47,0,1327.800721,0,381.51633,0,,,,,,,,,,
0,36.439,2.433720801,11.4,0,1327.800721,0,415.4046,0,,,,,,,,,,
0,36.439,2.290328954,9.88,0,1327.800721,0,360.01732,0,,,,,,,,,,
0,36.439,1.867015594,6.47,0,1327.800721,0,235.76033,0,,,,,,,,,,
0,36.439,2.535535409,12.62,0,1327.800721,0,459.86018,0,,,,,,,,,,
0,36.439,2.116464696,8.3,0,1327.800721,0,302.4437,0,,,,,,,,,,
0,36.439,2.487256627,12.03,0,1327.800721,0,438.36117,0,,,,,,,,,,
0,36.439,2.565492611,13.01,0,1327.800721,0,474.07139,0,,,,,,,,,,
0,36.439,2.208868318,9.11,0,1327.800721,0,331.95929,0,,,,,,,,,,
0,36.439,2.391739246,10.93,0,1327.800721,0,398.27827,0,,,,,,,,,,
0,36.439,2.291062536,9.89,0,1327.800721,0,360.38171,0,,,,,,,,,,
0,36.439,2.197201285,9,0,1327.800721,0,327.951,0,,,,,,,,,,
0,36.439,2.259845424,9.58,0,1327.800721,0,349.08562,0,,,,,,,,,,
0,36.439,2.083695753,8.03,0,1327.800721,0,292.60517,0,,,,,,,,,,
0,36.439,2.531542494,12.57,0,1327.800721,0,458.03823,0,,,,,,,,,,
0,36.439,2.459698103,11.7,0,1327.800721,0,426.3363,0,,,,,,,,,,
0,36.439,2.18878904,8.92,0,1327.800721,0,325.03588,0,,,,,,,,,,
0,36.439,2.068569382,7.91,0,1327.800721,0,288.23249,0,,,,,,,,,,
0,36.439,2.46001158,11.7,0,1327.800721,0,426.3363,0,,,,,,,,,,
0,36.439,2.173942443,8.79,0,1327.800721,0,320.29881,0,,,,,,,,,,
0,36.439,2.120802419,8.34,0,1327.800721,0,303.90126,0,,,,,,,,,,
0,36.439,2.025020156,7.58,0,1327.800721,0,276.20762,0,,,,,,,,,,
0,36.439,1.933844017,6.92,0,1327.800721,0,252.15788,0,,,,,,,,,,
0,36.439,2.233589242,9.33,0,1327.800721,0,339.97587,0,,,,,,,,,,
0,36.439,2.198302867,9.01,0,1327.800721,0,328.31539,0,,,,,,,,,,
0,36.439,2.423751648,11.29,0,1327.800721,0,411.39631,0,,,,,,,,,,
0,36.439,2.416752346,11.21,0,1327.800721,0,408.48119,0,,,,,,,,,,
0,36.439,2.398582682,11.01,0,1327.800721,0,401.19339,0,,,,,,,,,,
0,36.439,2.291452475,9.89,0,1327.800721,0,360.38171,0,,,,,,,,,,
0,36.439,2.199215341,9.02,0,1327.800721,0,328.67978,0,,,,,,,,,,
0,36.439,2.499399184,12.18,0,1327.800721,0,443.82702,0,,,,,,,,,,
0,36.439,2.357433089,10.56,0,1327.800721,0,384.79584,0,,,,,,,,,,
0,36.439,2.148284385,8.57,0,1327.800721,0,312.28223,0,,,,,,,,,,
0,36.439,2.480707793,11.95,0,1327.800721,0,435.44605,0,,,,,,,,,,
0,36.439,2.400646133,11.03,0,1327.800721,0,401.92217,0,,,,,,,,,,
0,36.439,2.146696424,8.56,0,1327.800721,0,311.91784,0,,,,,,,,,,
0,36.439,2.503869324,12.23,0,1327.800721,0,445.64897,0,,,,,,,,,,
0,36.439,1.927513194,6.87,0,1327.800721,0,250.33593,0,,,,,,,,,,
0,36.439,1.988262456,7.3,0,1327.800721,0,266.0047,0,,,,,,,,,,
0,36.439,2.429732046,11.36,0,1327.800721,0,413.94704,0,,,,,,,,,,
0,36.439,2.326404786,10.24,0,1327.800721,0,373.13536,0,,,,,,,,,,
0,36.439,2.06116293,7.86,0,1327.800721,0,286.41054,0,,,,,,,,,,
0,36.439,2.120353815,8.33,0,1327.800721,0,303.53687,0,,,,,,,,,,
0,36.439,2.253434413,9.52,0,1327.800721,0,346.89928,0,,,,,,,,,,
0,36.439,2.266130099,9.64,0,1327.800721,0,351.27196,0,,,,,,,,,,
0,36.439,2.710226653,15.03,0,1327.800721,0,547.67817,0,,,,,,,,,,
0,36.439,2.391983899,10.94,0,1327.800721,0,398.64266,0,,,,,,,,,,
0,36.439,2.28540468,9.83,0,1327.800721,0,358.19537,0,,,,,,,,,,
0,36.439,2.040388382,7.69,0,1327.800721,0,280.21591,0,,,,,,,,,,
0,36.439,2.225619217,9.26,0,1327.800721,0,337.42514,0,,,,,,,,,,
0,36.439,2.256695296,9.55,0,1327.800721,0,347.99245,0,,,,,,,,,,
0,36.439,2.500931634,12.19,0,1327.800721,0,444.19141,0,,,,,,,,,,
0,36.439,2.26257419,9.61,0,1327.800721,0,350.17879,0,,,,,,,,,,
0,36.439,2.167021349,8.73,0,1327.800721,0,318.11247,0,,,,,,,,,,
0,36.439,1.889700937,6.62,0,1327.800721,0,241.22618,0,,,,,,,,,,
0,36.439,1.919990537,6.82,0,1327.800721,0,248.51398,0,,,,,,,,,,
0,36.439,2.542037453,12.71,0,1327.800721,0,463.13969,0,,,,,,,,,,
0,36.439,2.24634006,9.45,0,1327.800721,0,344.34855,0,,,,,,,,,,
0,36.439,2.119622639,8.33,0,1327.800721,0,303.53687,0,,,,,,,,,,
0,36.439,1.93243709,6.91,0,1327.800721,0,251.79349,0,,,,,,,,,,
0,36.439,2.392444791,10.94,0,1327.800721,0,398.64266,0,,,,,,,,,,
0,36.439,2.376758174,10.77,0,1327.800721,0,392.44803,0,,,,,,,,,,
0,36.439,2.230072147,9.3,0,1327.800721,0,338.8827,0,,,,,,,,,,
0,36.439,2.390268665,10.92,0,1327.800721,0,397.91388,0,,,,,,,,,,
0,36.439,2.007583964,7.45,0,1327.800721,0,271.47055,0,,,,,,,,,,
0,44.002,2.119421828,8.33,0,1936.176004,0,366.53666,0,,,,,,,,,,
0,44.002,2.372017259,10.72,0,1936.176004,0,471.70144,0,,,,,,,,,,
0,44.002,1.783551942,5.95,0,1936.176004,0,261.8119,0,,,,,,,,,,
0,44.002,2.731663864,15.36,0,1936.176004,0,675.87072,0,,,,,,,,,,
0,44.002,2.327935908,10.26,0,1936.176004,0,451.46052,0,,,,,,,,,,
0,44.002,2.574897729,13.13,0,1936.176004,0,577.74626,0,,,,,,,,,,
0,44.002,2.40976762,11.13,0,1936.176004,0,489.74226,0,,,,,,,,,,
0,44.002,1.879971718,6.55,0,1936.176004,0,288.2131,0,,,,,,,,,,
0,44.002,2.019932549,7.54,0,1936.176004,0,331.77508,0,,,,,,,,,,
0,44.002,2.700780346,14.89,0,1936.176004,0,655.18978,0,,,,,,,,,,
0,44.002,2.132578791,8.44,0,1936.176004,0,371.37688,0,,,,,,,,,,
0,44.002,2.090083399,8.09,0,1936.176004,0,355.97618,0,,,,,,,,,,
0,44.002,2.405974164,11.09,0,1936.176004,0,487.98218,0,,,,,,,,,,
0,44.002,2.51883067,12.41,0,1936.176004,0,546.06482,0,,,,,,,,,,
0,44.002,2.513181715,12.34,0,1936.176004,0,542.98468,0,,,,,,,,,,
0,44.002,2.211928123,9.13,0,1936.176004,0,401.73826,0,,,,,,,,,,
0,44.002,2.550609086,12.81,0,1936.176004,0,563.66562,0,,,,,,,,,,
0,44.002,1.883547703,6.58,0,1936.176004,0,289.53316,0,,,,,,,,,,
0,44.002,2.238395454,9.38,0,1936.176004,0,412.73876,0,,,,,,,,,,
0,44.002,1.858135866,6.41,0,1936.176004,0,282.05282,0,,,,,,,,,,
0,44.002,2.508356903,12.28,0,1936.176004,0,540.34456,0,,,,,,,,,,
0,44.002,2.070816304,7.93,0,1936.176004,0,348.93586,0,,,,,,,,,,
0,44.002,2.318049462,10.16,0,1936.176004,0,447.06032,0,,,,,,,,,,
0,44.002,2.067645309,7.91,0,1936.176004,0,348.05582,0,,,,,,,,,,
0,44.002,2.175755768,8.81,0,1936.176004,0,387.65762,0,,,,,,,,,,
0,44.002,2.4216574,11.26,0,1936.176004,0,495.46252,0,,,,,,,,,,
0,44.002,2.237479646,9.37,0,1936.176004,0,412.29874,0,,,,,,,,,,
0,44.002,2.283014931,9.81,0,1936.176004,0,431.65962,0,,,,,,,,,,
0,44.002,2.266701144,9.65,0,1936.176004,0,424.6193,0,,,,,,,,,,
0,44.002,2.414091387,11.18,0,1936.176004,0,491.94236,0,,,,,,,,,,
0,44.002,2.224718826,9.25,0,1936.176004,0,407.0185,0,,,,,,,,,,
0,44.002,2.560118076,12.94,0,1936.176004,0,569.38588,0,,,,,,,,,,
0,44.002,2.511602019,12.32,0,1936.176004,0,542.10464,0,,,,,,,,,,
0,44.002,2.071873738,7.94,0,1936.176004,0,349.37588,0,,,,,,,,,,
0,44.002,2.249186454,9.48,0,1936.176004,0,417.13896,0,,,,,,,,,,
0,44.002,2.292962663,9.9,0,1936.176004,0,435.6198,0,,,,,,,,,,
0,44.002,2.301334444,9.99,0,1936.176004,0,439.57998,0,,,,,,,,,,
0,44.002,2.170412296,8.76,0,1936.176004,0,385.45752,0,,,,,,,,,,
0,44.002,2.292020769,9.89,0,1936.176004,0,435.17978,0,,,,,,,,,,
0,44.002,2.395505639,10.97,0,1936.176004,0,482.70194,0,,,,,,,,,,
0,44.002,2.175595209,8.81,0,1936.176004,0,387.65762,0,,,,,,,,,,
0,44.002,2.242348449,9.42,0,1936.176004,0,414.49884,0,,,,,,,,,,
0,44.002,2.290381432,9.88,0,1936.176004,0,434.73976,0,,,,,,,,,,
0,44.002,2.319449496,10.17,0,1936.176004,0,447.50034,0,,,,,,,,,,
0,44.002,2.562552181,12.97,0,1936.176004,0,570.70594,0,,,,,,,,,,
0,44.002,2.562080459,12.96,0,1936.176004,0,570.26592,0,,,,,,,,,,
0,44.002,2.176548169,8.82,0,1936.176004,0,388.09764,0,,,,,,,,,,
0,44.002,2.190232711,8.94,0,1936.176004,0,393.37788,0,,,,,,,,,,
0,44.002,2.400848876,11.03,0,1936.176004,0,485.34206,0,,,,,,,,,,
0,44.002,2.568482378,13.05,0,1936.176004,0,574.2261,0,,,,,,,,,,
0,44.002,2.316939253,10.14,0,1936.176004,0,446.18028,0,,,,,,,,,,
0,44.002,2.327750848,10.25,0,1936.176004,0,451.0205,0,,,,,,,,,,
0,44.002,2.342054242,10.4,0,1936.176004,0,457.6208,0,,,,,,,,,,
0,44.002,2.043722703,7.72,0,1936.176004,0,339.69544,0,,,,,,,,,,
0,44.002,2.242867442,9.42,0,1936.176004,0,414.49884,0,,,,,,,,,,
0,44.002,2.532287852,12.58,0,1936.176004,0,553.54516,0,,,,,,,,,,
0,44.002,2.033485394,7.64,0,1936.176004,0,336.17528,0,,,,,,,,,,
0,44.002,2.088630585,8.07,0,1936.176004,0,355.09614,0,,,,,,,,,,
0,44.002,2.187213985,8.91,0,1936.176004,0,392.05782,0,,,,,,,,,,
0,44.002,2.562362759,12.97,0,1936.176004,0,570.70594,0,,,,,,,,,,
0,44.002,1.850346149,6.36,0,1936.176004,0,279.85272,0,,,,,,,,,,
0,44.002,2.230130729,9.3,0,1936.176004,0,409.2186,0,,,,,,,,,,
0,44.002,2.214851151,9.16,0,1936.176004,0,403.05832,0,,,,,,,,,,
0,44.002,2.398390708,11.01,0,1936.176004,0,484.46202,0,,,,,,,,,,
0,44.002,2.463906183,11.75,0,1936.176004,0,517.0235,0,,,,,,,,,,
0,44.002,2.058344606,7.83,0,1936.176004,0,344.53566,0,,,,,,,,,,
0,44.002,2.524705864,12.49,0,1936.176004,0,549.58498,0,,,,,,,,,,
0,44.002,2.104401484,8.2,0,1936.176004,0,360.8164,0,,,,,,,,,,
0,44.002,2.511634108,12.33,0,1936.176004,0,542.54466,0,,,,,,,,,,
0,44.002,2.291595981,9.89,0,1936.176004,0,435.17978,0,,,,,,,,,,
0,44.002,2.164661918,8.71,0,1936.176004,0,383.25742,0,,,,,,,,,,
0,44.002,2.039001425,7.68,0,1936.176004,0,337.93536,0,,,,,,,,,,
0,44.002,2.130684696,8.42,0,1936.176004,0,370.49684,0,,,,,,,,,,
0,44.002,2.443864124,11.52,0,1936.176004,0,506.90304,0,,,,,,,,,,
0,44.002,2.341147888,10.39,0,1936.176004,0,457.18078,0,,,,,,,,,,
0,44.002,2.51934383,12.42,0,1936.176004,0,546.50484,0,,,,,,,,,,
0,44.002,2.466108494,11.78,0,1936.176004,0,518.34356,0,,,,,,,,,,
0,44.002,2.461670448,11.72,0,1936.176004,0,515.70344,0,,,,,,,,,,
0,44.002,1.985198502,7.28,0,1936.176004,0,320.33456,0,,,,,,,,,,
0,44.002,2.031249418,7.62,0,1936.176004,0,335.29524,0,,,,,,,,,,
0,44.002,2.316437946,10.14,0,1936.176004,0,446.18028,0,,,,,,,,,,
0,44.002,2.336929256,10.35,0,1936.176004,0,455.4207,0,,,,,,,,,,
0,44.002,2.255378835,9.54,0,1936.176004,0,419.77908,0,,,,,,,,,,
0,44.002,2.151989652,8.6,0,1936.176004,0,378.4172,0,,,,,,,,,,
0,44.002,2.120982356,8.34,0,1936.176004,0,366.97668,0,,,,,,,,,,
0,44.002,2.045125636,7.73,0,1936.176004,0,340.13546,0,,,,,,,,,,
0,44.002,2.131567033,8.43,0,1936.176004,0,370.93686,0,,,,,,,,,,
0,44.002,2.247434718,9.46,0,1936.176004,0,416.25892,0,,,,,,,,,,
0,44.002,2.096669578,8.14,0,1936.176004,0,358.17628,0,,,,,,,,,,
0,44.002,2.319146962,10.17,0,1936.176004,0,447.50034,0,,,,,,,,,,
0,44.002,2.191381285,8.95,0,1936.176004,0,393.8179,0,,,,,,,,,,
0,44.002,2.257653718,9.56,0,1936.176004,0,420.65912,0,,,,,,,,,,
0,44.002,2.292229684,9.9,0,1936.176004,0,435.6198,0,,,,,,,,,,
0,44.002,2.271089577,9.69,0,1936.176004,0,426.37938,0,,,,,,,,,,
0,44.002,2.229534685,9.3,0,1936.176004,0,409.2186,0,,,,,,,,,,
0,44.002,2.501045816,12.2,0,1936.176004,0,536.8244,0,,,,,,,,,,
0,44.002,2.428085588,11.34,0,1936.176004,0,498.98268,0,,,,,,,,,,
0,44.002,2.329197711,10.27,0,1936.176004,0,451.90054,0,,,,,,,,,,
0,44.002,2.347170204,10.46,0,1936.176004,0,460.26092,0,,,,,,,,,,
0,44.002,2.527302523,12.52,0,1936.176004,0,550.90504,0,,,,,,,,,,
0,21.559,2.701172418,14.9,0,464.790481,0,321.2291,0,,,,,,,,,,
0,21.559,2.879075022,17.8,0,464.790481,0,383.7502,0,,,,,,,,,,
0,21.559,2.849244916,17.27,0,464.790481,0,372.32393,0,,,,,,,,,,
0,21.559,2.704122394,14.94,0,464.790481,0,322.09146,0,,,,,,,,,,
0,21.559,2.718495589,15.16,0,464.790481,0,326.83444,0,,,,,,,,,,
0,21.559,2.830340009,16.95,0,464.790481,0,365.42505,0,,,,,,,,,,
0,21.559,2.677983829,14.56,0,464.790481,0,313.89904,0,,,,,,,,,,
0,21.559,2.790282777,16.29,0,464.790481,0,351.19611,0,,,,,,,,,,
0,21.559,2.781560812,16.14,0,464.790481,0,347.96226,0,,,,,,,,,,
0,21.559,2.986264661,19.81,0,464.790481,0,427.08379,0,,,,,,,,,,
0,21.559,2.837271569,17.07,0,464.790481,0,368.01213,0,,,,,,,,,,
0,21.559,2.985437469,19.8,0,464.790481,0,426.8682,0,,,,,,,,,,
0,21.559,2.828272067,16.92,0,464.790481,0,364.77828,0,,,,,,,,,,
0,21.559,2.635643733,13.95,0,464.790481,0,300.74805,0,,,,,,,,,,
0,21.559,2.648321685,14.13,0,464.790481,0,304.62867,0,,,,,,,,,,
0,21.559,3.180327613,24.05,0,464.790481,0,518.49395,0,,,,,,,,,,
0,21.559,2.845389738,17.21,0,464.790481,0,371.03039,0,,,,,,,,,,
0,21.559,2.642337233,14.05,0,464.790481,0,302.90395,0,,,,,,,,,,
0,21.559,2.389688886,10.91,0,464.790481,0,235.20869,0,,,,,,,,,,
0,21.559,2.889449153,17.98,0,464.790481,0,387.63082,0,,,,,,,,,,
0,21.559,2.512610348,12.34,0,464.790481,0,266.03806,0,,,,,,,,,,
